info,type,area,url,title,category,body
新型コロナウィルス関連情報,大阪府（補助金・助成金・融資情報）,大阪府,https://www.pref.osaka.lg.jp/shogyoshien/ichiji/index.html,中小法人・個人事業者等に対する一時支援金 ,  支援金,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
新型コロナウィルス関連情報,大阪府（補助金・助成金・融資情報）,大阪府,https://www.pref.osaka.lg.jp/ryutai/shuruihanbai_shien/index.html,緊急時代措置(飲食店等での酒類提供停止)にかかる酒類販売事業者支援 ,                  支援金,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
新型コロナウィルス関連情報,大阪府（補助金・助成金・融資情報）,大阪府,https://www.pref.osaka.lg.jp/iryo/2019ncov/r3_keizokusaikaisien.html,新型コロナウイルス感染症に伴う休業等に対する継続・再開支援事業（令和3年度） ,                  補助金,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
新型コロナウィルス関連情報,大阪府（補助金・助成金・融資情報）,大阪府,https://www.pref.osaka.lg.jp/kyouryokukin/kyoryokukin-9ki/index.html,大阪府営業時間短縮協力金　第9期（令和3年10月1日から10月24日） ,                  協力金,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
新型コロナウィルス関連情報,大阪府（補助金・助成金・融資情報）,大阪府,https://www.pref.osaka.lg.jp/kyouryokukin/kyoryokukin-8ki/index.html,大阪府営業時間短縮協力金　第8期（令和3年9月1日から9月30日） ,                  協力金,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
新型コロナウィルス関連情報,大阪府（補助金・助成金・融資情報）,大阪府,https://www.pref.osaka.lg.jp/energy/daikibo_4th-period/index.html,大阪府大規模施設等協力金（第4期） ,  協力金,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
新型コロナウィルス関連情報,大阪府（補助金・助成金・融資情報）,大阪府,http://www.pref.osaka.lg.jp/koyotaisaku/koyoushienkin/index.html,大阪府雇用促進支援金 ,  支援金,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
新型コロナウィルス関連情報,大阪府（補助金・助成金・融資情報）,大阪府,http://www.pref.osaka.lg.jp/iryo/2019ncov/jintekishien.html,人的支援に関する補助（医療機関等を対象） ,  補助金,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
新型コロナウィルス関連情報,大阪府（補助金・助成金・融資情報）,大阪府,http://www.pref.osaka.lg.jp/iryo/2019ncov/tokushukinmuteate.html,大阪府新型コロナウイルス感染症に係る特殊勤務手当支給事業補助金 ,                  補助金,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
新型コロナウィルス関連情報,大阪府（補助金・助成金・融資情報）,大阪府,https://hot-link.jp/index.php/osaka-vaccine-kyuhukin,大阪府新型コロナウイルスワクチン接種促進協力金 ,  協力金,"<divclass=""ccm-custom-style-containerccm-custom-style-headersitetitle-15117""><divclass=""ccm-custom-style-containerccm-custom-style-headersearch-14375"">ログイン大阪府新型コロナウイルスワクチン接種促進協力金$(document).ready(function(){$(function(){$(""#ccm-image-slider-16749"").responsiveSlides({prevText:"""",//String:Textforthe""previous""buttonnextText:"""",nav:true,timeout:4000,speed:500,});});});"
