area,url,category,title,date,id,comment,body
足立区,https://www.city.adachi.tokyo.jp/chusho/shigoto/chushokigyo/kyuugyousien.html, 助成金,休業支援金活用促進事業(助成金) ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/shigoto/chushokigyo/koyouchousei.html, 助成金,雇用調整助成金活用促進事業（助成金） ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/shigoto/chushokigyo/senmonkahaken.html, 助成金,専門家派遣助成金 ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/kaigo/kaigo-kyufukin.html, 手当支給,令和3年度新型コロナウイルス感染症対策介護事業所に対する危険手当等支給事業 ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/shogai/syogai-kyufukin.html, 手当支給,新型コロナウイルス感染症対策障がい福祉サービス等事業者従事者の危険手当等支給事業のご案内 ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/shigoto/chushokigyo/28yuushiannnai.html, 融資,【R3年度】足立区中小企業融資のご案内 ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/koronayuushi.html, 融資,緊急経営資金（新型コロナウイルス対策資金） ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/shigoto/chushokigyo/safetynet28.html, 融資,セーフティネット保証認定手続きのご案内 ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/pickup/stopcovid19.html#p6, 支援情報,事業者向け情報 ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/s-shinko/sticker.html, 支援情報,新型コロナウイルス感染拡大防止に関するステッカー・ポスター ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/shigoto/chushokigyo/yushi-kinyukikan.html, 支援情報,足立区中小企業融資取扱金融機関 ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/shigoto/chushokigyo/yushi-mailsodan.html, 相談,中小企業らくらくメール相談 ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/20200306.html, 相談, 経営・融資・雇用相談窓口一覧 ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/shigoto/chushokigyo/yushi-sodan-woman.html, 相談,女性起業・経営相談窓口(新型コロナウイルスに関連する経営相談も) ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/chusho-online.html, 相談,オンライン中小企業相談 ,2022-03-30,,,
足立区,https://www.city.adachi.tokyo.jp/chusho/shigoto/chushokigyo/2023tokubetukarikae.html,,【足立区】融資・貸付：「令和5年8月1日から、緊急経営資金を対象とした新たな借換融資を実施します」,2023-04-24,100361,※2023年4月21日更新　申請期限2024年3月31日,
足立区,https://myevent.tokyo-cci.or.jp/detail.php?event_kanri_id=201997,,セミナー・イベント：「2023年から2024年までに 中小企業がやるべき7つのこと！！」,2023-06-27,104997,※申込期限2023年7月3日,
足立区,https://myevent.tokyo-cci.or.jp/detail.php?event_kanri_id=202016,,セミナー・イベント：「こうすれば業績が上げる、チームリーダーのコミュニケーション術」,2023-06-27,105008,※申込期限2023年7月3日,
足立区,https://myevent.tokyo-cci.or.jp/detail.php?event_kanri_id=202179,,セミナー・イベント：「”実践”　金融機関との交渉術！ 〜コロナ融資返済本格化に向けた事業計画作成の極意 〜」,2023-08-28,109541,※申込期限2023年9月1日,
足立区,https://myevent.tokyo-cci.or.jp/detail.php?event_kanri_id=202450,,セミナー・イベント：「人財の定着とafterコロナに備えるメンタルヘルス」,2023-09-01,110000,※申込期限2023年10月26日,
