area,url,category,title,date,body
八尾市,https://www.city.yao.osaka.jp/0000056907.html, 支援金,八尾市雇用促進・定着支援金 ,2021-11-11,"共通メニューなどをスキップして本文へEnglish中文한글ViệtPortuguês音声読み上げ文字サイズ拡大標準背景色反転標準よくある質問組織を探す生活場面で探す施設を探す<pclass=""noscript""><strong>文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。</strong></p>くらし・手続き届出／証明／申請救急／病院税金／保険／年金地域安全／防災／消防住まいと暮らし環境／ごみ暮らしの場面雇用／労働相談社会保障・税番号制度（マイナンバー）外国人の方へ新型コロナウイルス感染症対策子育て・教育健康・健診届出・助成・手当講座・教室入学・入園（所）子育て支援・子育て交流相談・その他の支援政策／計画など市立認定こども園公立幼稚園（閉園）小・中・義務教育学校特別支援学校（閉校）八尾市こどもサイト健康・福祉・医療地域福祉生活保護高齢者介護障がい者健康推進健康保険保健衛生ボランティア人権・文化・スポーツ人権イベント・講座・スポーツ事業者向け広告募集指定管理者の募集・選定結果入札／契約産業振興／企業支援事業者の募集個人情報保護融資／補助制度環境貢献／公害規制福祉関連保健所関連開発建築／その他都市計画／整備／土木税関連事業系一般廃棄物八尾ものづくりネット社会保障・税番号制度（マイナンバー）市政情報市長の部屋八尾市議会教育委員会政策／計画／宣言パブリックコメント（市民意見募集）条例／統計行財政改革の取り組み各種審議会等の開催・募集情報公開／個人情報保護組織機構／外郭団体地域分権参画／協働／交流職員募集選挙市政だよりホーム事業者向け産業振興／企業支援支援・情報サイト八尾市雇用促進・定着支援金について[2021年10月20日]ID:56907ソーシャルサイトへのリンクは別ウィンドウで開きます八尾市雇用促進・定着支援金について八尾市雇用促進・定着支援金とは新型コロナウイルス感染症"
八尾市,https://www.city.yao.osaka.jp/0000057197.html, 補助金,令和3年度意欲ある事業者経営・技術支援補助金 ,2021-11-11,"共通メニューなどをスキップして本文へEnglish中文한글ViệtPortuguês音声読み上げ文字サイズ拡大標準背景色反転標準よくある質問組織を探す生活場面で探す施設を探す<pclass=""noscript""><strong>文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。</strong></p>くらし・手続き届出／証明／申請救急／病院税金／保険／年金地域安全／防災／消防住まいと暮らし環境／ごみ暮らしの場面雇用／労働相談社会保障・税番号制度（マイナンバー）外国人の方へ新型コロナウイルス感染症対策子育て・教育健康・健診届出・助成・手当講座・教室入学・入園（所）子育て支援・子育て交流相談・その他の支援政策／計画など市立認定こども園公立幼稚園（閉園）小・中・義務教育学校特別支援学校（閉校）八尾市こどもサイト健康・福祉・医療地域福祉生活保護高齢者介護障がい者健康推進健康保険保健衛生ボランティア人権・文化・スポーツ人権イベント・講座・スポーツ事業者向け広告募集指定管理者の募集・選定結果入札／契約産業振興／企業支援事業者の募集個人情報保護融資／補助制度環境貢献／公害規制福祉関連保健所関連開発建築／その他都市計画／整備／土木税関連事業系一般廃棄物八尾ものづくりネット社会保障・税番号制度（マイナンバー）市政情報市長の部屋八尾市議会教育委員会政策／計画／宣言パブリックコメント（市民意見募集）条例／統計行財政改革の取り組み各種審議会等の開催・募集情報公開／個人情報保護組織機構／外郭団体地域分権参画／協働／交流職員募集選挙市政だよりホーム事業者向け産業振興／企業支援支援・情報サイト令和3年度意欲ある事業者経営・技術支援補助金について[2021年11月1日]ID:57197ソーシャルサイトへのリンクは別ウィンドウで開きます令和3年度意欲ある事業者経営・技術支援補助金のご案内事業概要本事業は、市"
八尾市,https://www.city.yao.osaka.jp/0000051239.html,, 新型コロナウイルス感染症対策資金(セーフティネット4号) ,2021-11-11,"共通メニューなどをスキップして本文へEnglish中文한글ViệtPortuguês音声読み上げ文字サイズ拡大標準背景色反転標準よくある質問組織を探す生活場面で探す施設を探す<pclass=""noscript""><strong>文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。</strong></p>くらし・手続き届出／証明／申請救急／病院税金／保険／年金地域安全／防災／消防住まいと暮らし環境／ごみ暮らしの場面雇用／労働相談社会保障・税番号制度（マイナンバー）外国人の方へ新型コロナウイルス感染症対策子育て・教育健康・健診届出・助成・手当講座・教室入学・入園（所）子育て支援・子育て交流相談・その他の支援政策／計画など市立認定こども園公立幼稚園（閉園）小・中・義務教育学校特別支援学校（閉校）八尾市こどもサイト健康・福祉・医療地域福祉生活保護高齢者介護障がい者健康推進健康保険保健衛生ボランティア人権・文化・スポーツ人権イベント・講座・スポーツ事業者向け広告募集指定管理者の募集・選定結果入札／契約産業振興／企業支援事業者の募集個人情報保護融資／補助制度環境貢献／公害規制福祉関連保健所関連開発建築／その他都市計画／整備／土木税関連事業系一般廃棄物八尾ものづくりネット社会保障・税番号制度（マイナンバー）市政情報市長の部屋八尾市議会教育委員会政策／計画／宣言パブリックコメント（市民意見募集）条例／統計行財政改革の取り組み各種審議会等の開催・募集情報公開／個人情報保護組織機構／外郭団体地域分権参画／協働／交流職員募集選挙市政だよりホーム事業者向け産業振興／企業支援商業振興支援新型コロナウイルス感染症対策資金（セーフティネット4号）[2021年8月26日]ID:51239ソーシャルサイトへのリンクは別ウィンドウで開きますお知らせ新型コロナウイルス感染症に係るセーフティネット保証4号の指定期間が延"
八尾市,https://www.city.yao.osaka.jp/0000051243.html,, 新型コロナウイルス感染症対策資金(セーフティネット5号) ,2021-11-11,"共通メニューなどをスキップして本文へEnglish中文한글ViệtPortuguês音声読み上げ文字サイズ拡大標準背景色反転標準よくある質問組織を探す生活場面で探す施設を探す<pclass=""noscript""><strong>文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。</strong></p>くらし・手続き届出／証明／申請救急／病院税金／保険／年金地域安全／防災／消防住まいと暮らし環境／ごみ暮らしの場面雇用／労働相談社会保障・税番号制度（マイナンバー）外国人の方へ新型コロナウイルス感染症対策子育て・教育健康・健診届出・助成・手当講座・教室入学・入園（所）子育て支援・子育て交流相談・その他の支援政策／計画など市立認定こども園公立幼稚園（閉園）小・中・義務教育学校特別支援学校（閉校）八尾市こどもサイト健康・福祉・医療地域福祉生活保護高齢者介護障がい者健康推進健康保険保健衛生ボランティア人権・文化・スポーツ人権イベント・講座・スポーツ事業者向け広告募集指定管理者の募集・選定結果入札／契約産業振興／企業支援事業者の募集個人情報保護融資／補助制度環境貢献／公害規制福祉関連保健所関連開発建築／その他都市計画／整備／土木税関連事業系一般廃棄物八尾ものづくりネット社会保障・税番号制度（マイナンバー）市政情報市長の部屋八尾市議会教育委員会政策／計画／宣言パブリックコメント（市民意見募集）条例／統計行財政改革の取り組み各種審議会等の開催・募集情報公開／個人情報保護組織機構／外郭団体地域分権参画／協働／交流職員募集選挙市政だよりホーム事業者向け産業振興／企業支援商業振興支援新型コロナウイルス感染症対策資金（セーフティネット5号）[2021年8月30日]ID:51243ソーシャルサイトへのリンクは別ウィンドウで開きますセーフティネット保証制度等における特定中小企業者の認定についてこれらの制度は"
八尾市,https://www.city.yao.osaka.jp/0000045969.html,, 事業融資のご案内 ,2021-11-11,"共通メニューなどをスキップして本文へEnglish中文한글ViệtPortuguês音声読み上げ文字サイズ拡大標準背景色反転標準よくある質問組織を探す生活場面で探す施設を探す<pclass=""noscript""><strong>文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。</strong></p>くらし・手続き届出／証明／申請救急／病院税金／保険／年金地域安全／防災／消防住まいと暮らし環境／ごみ暮らしの場面雇用／労働相談社会保障・税番号制度（マイナンバー）外国人の方へ新型コロナウイルス感染症対策子育て・教育健康・健診届出・助成・手当講座・教室入学・入園（所）子育て支援・子育て交流相談・その他の支援政策／計画など市立認定こども園公立幼稚園（閉園）小・中・義務教育学校特別支援学校（閉校）八尾市こどもサイト健康・福祉・医療地域福祉生活保護高齢者介護障がい者健康推進健康保険保健衛生ボランティア人権・文化・スポーツ人権イベント・講座・スポーツ事業者向け広告募集指定管理者の募集・選定結果入札／契約産業振興／企業支援事業者の募集個人情報保護融資／補助制度環境貢献／公害規制福祉関連保健所関連開発建築／その他都市計画／整備／土木税関連事業系一般廃棄物八尾ものづくりネット社会保障・税番号制度（マイナンバー）市政情報市長の部屋八尾市議会教育委員会政策／計画／宣言パブリックコメント（市民意見募集）条例／統計行財政改革の取り組み各種審議会等の開催・募集情報公開／個人情報保護組織機構／外郭団体地域分権参画／協働／交流職員募集選挙市政だよりホーム事業融資のご案内[2021年7月2日]ID:45969ソーシャルサイトへのリンクは別ウィンドウで開きます事業資金融資のご案内市内で事業を営む中小企業者に対し、その事業に必要な資金を借り入れできるよう、大阪信用保証協会の保証を付してあっせんしています。市の窓口"
八尾市,https://www.city.yao.osaka.jp/0000050647.html,, 新型コロナウイルス感染症対策資金(危機関連保証) ,2021-11-11,"共通メニューなどをスキップして本文へEnglish中文한글ViệtPortuguês音声読み上げ文字サイズ拡大標準背景色反転標準よくある質問組織を探す生活場面で探す施設を探す<pclass=""noscript""><strong>文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。</strong></p>くらし・手続き届出／証明／申請救急／病院税金／保険／年金地域安全／防災／消防住まいと暮らし環境／ごみ暮らしの場面雇用／労働相談社会保障・税番号制度（マイナンバー）外国人の方へ新型コロナウイルス感染症対策子育て・教育健康・健診届出・助成・手当講座・教室入学・入園（所）子育て支援・子育て交流相談・その他の支援政策／計画など市立認定こども園公立幼稚園（閉園）小・中・義務教育学校特別支援学校（閉校）八尾市こどもサイト健康・福祉・医療地域福祉生活保護高齢者介護障がい者健康推進健康保険保健衛生ボランティア人権・文化・スポーツ人権イベント・講座・スポーツ事業者向け広告募集指定管理者の募集・選定結果入札／契約産業振興／企業支援事業者の募集個人情報保護融資／補助制度環境貢献／公害規制福祉関連保健所関連開発建築／その他都市計画／整備／土木税関連事業系一般廃棄物八尾ものづくりネット社会保障・税番号制度（マイナンバー）市政情報市長の部屋八尾市議会教育委員会政策／計画／宣言パブリックコメント（市民意見募集）条例／統計行財政改革の取り組み各種審議会等の開催・募集情報公開／個人情報保護組織機構／外郭団体地域分権参画／協働／交流職員募集選挙市政だよりホーム事業者向け産業振興／企業支援商業振興支援新型コロナウイルス感染症対策資金（危機関連保証）[2021年6月3日]ID:50647ソーシャルサイトへのリンクは別ウィンドウで開きますお知らせ危機関連保証（中小企業信用保険法第2条第6項）の指定期間が延長される予定です"
八尾市,https://www.city.yao.osaka.jp/0000042931.html,, 中小企業等経営強化法における先端設備等導入計画について ,2021-11-11,"共通メニューなどをスキップして本文へEnglish中文한글ViệtPortuguês音声読み上げ文字サイズ拡大標準背景色反転標準よくある質問組織を探す生活場面で探す施設を探す<pclass=""noscript""><strong>文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。</strong></p>くらし・手続き届出／証明／申請救急／病院税金／保険／年金地域安全／防災／消防住まいと暮らし環境／ごみ暮らしの場面雇用／労働相談社会保障・税番号制度（マイナンバー）外国人の方へ新型コロナウイルス感染症対策子育て・教育健康・健診届出・助成・手当講座・教室入学・入園（所）子育て支援・子育て交流相談・その他の支援政策／計画など市立認定こども園公立幼稚園（閉園）小・中・義務教育学校特別支援学校（閉校）八尾市こどもサイト健康・福祉・医療地域福祉生活保護高齢者介護障がい者健康推進健康保険保健衛生ボランティア人権・文化・スポーツ人権イベント・講座・スポーツ事業者向け広告募集指定管理者の募集・選定結果入札／契約産業振興／企業支援事業者の募集個人情報保護融資／補助制度環境貢献／公害規制福祉関連保健所関連開発建築／その他都市計画／整備／土木税関連事業系一般廃棄物八尾ものづくりネット社会保障・税番号制度（マイナンバー）市政情報市長の部屋八尾市議会教育委員会政策／計画／宣言パブリックコメント（市民意見募集）条例／統計行財政改革の取り組み各種審議会等の開催・募集情報公開／個人情報保護組織機構／外郭団体地域分権参画／協働／交流職員募集選挙市政だよりホーム中小企業等経営強化法における先端設備等導入計画について[2021年10月12日]ID:42931ソーシャルサイトへのリンクは別ウィンドウで開きます中小企業等経営強化法における先端設備等導入計画の認定について先端設備等導入計画とは八尾市では、中小企業等経営強化"
八尾市,https://www.city.yao.osaka.jp/0000051918.html,, 法人市民税の申告・納付の期限延長の申請等について ,2021-11-11,"共通メニューなどをスキップして本文へEnglish中文한글ViệtPortuguês音声読み上げ文字サイズ拡大標準背景色反転標準よくある質問組織を探す生活場面で探す施設を探す<pclass=""noscript""><strong>文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。</strong></p>くらし・手続き届出／証明／申請救急／病院税金／保険／年金地域安全／防災／消防住まいと暮らし環境／ごみ暮らしの場面雇用／労働相談社会保障・税番号制度（マイナンバー）外国人の方へ新型コロナウイルス感染症対策子育て・教育健康・健診届出・助成・手当講座・教室入学・入園（所）子育て支援・子育て交流相談・その他の支援政策／計画など市立認定こども園公立幼稚園（閉園）小・中・義務教育学校特別支援学校（閉校）八尾市こどもサイト健康・福祉・医療地域福祉生活保護高齢者介護障がい者健康推進健康保険保健衛生ボランティア人権・文化・スポーツ人権イベント・講座・スポーツ事業者向け広告募集指定管理者の募集・選定結果入札／契約産業振興／企業支援事業者の募集個人情報保護融資／補助制度環境貢献／公害規制福祉関連保健所関連開発建築／その他都市計画／整備／土木税関連事業系一般廃棄物八尾ものづくりネット社会保障・税番号制度（マイナンバー）市政情報市長の部屋八尾市議会教育委員会政策／計画／宣言パブリックコメント（市民意見募集）条例／統計行財政改革の取り組み各種審議会等の開催・募集情報公開／個人情報保護組織機構／外郭団体地域分権参画／協働／交流職員募集選挙市政だよりホーム法人市民税の申告・納付の期限延長の申請等について[2021年4月15日]ID:51918ソーシャルサイトへのリンクは別ウィンドウで開きます➀法人市民税の申告・納付の期限延長の申請新型コロナウイルス感染症の影響※により、期限内に法人市民税の申告・納付が困難な"
八尾市,https://www.city.yao.osaka.jp/0000051043.html#link-forjigyousha, 支援情報,行政サービス・相談・融資・支援等について　事業者の皆様向け ,2021-11-11,"共通メニューなどをスキップして本文へEnglish中文한글ViệtPortuguês音声読み上げ文字サイズ拡大標準背景色反転標準よくある質問組織を探す生活場面で探す施設を探す<pclass=""noscript""><strong>文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。</strong></p>くらし・手続き届出／証明／申請救急／病院税金／保険／年金地域安全／防災／消防住まいと暮らし環境／ごみ暮らしの場面雇用／労働相談社会保障・税番号制度（マイナンバー）外国人の方へ新型コロナウイルス感染症対策子育て・教育健康・健診届出・助成・手当講座・教室入学・入園（所）子育て支援・子育て交流相談・その他の支援政策／計画など市立認定こども園公立幼稚園（閉園）小・中・義務教育学校特別支援学校（閉校）八尾市こどもサイト健康・福祉・医療地域福祉生活保護高齢者介護障がい者健康推進健康保険保健衛生ボランティア人権・文化・スポーツ人権イベント・講座・スポーツ事業者向け広告募集指定管理者の募集・選定結果入札／契約産業振興／企業支援事業者の募集個人情報保護融資／補助制度環境貢献／公害規制福祉関連保健所関連開発建築／その他都市計画／整備／土木税関連事業系一般廃棄物八尾ものづくりネット社会保障・税番号制度（マイナンバー）市政情報市長の部屋八尾市議会教育委員会政策／計画／宣言パブリックコメント（市民意見募集）条例／統計行財政改革の取り組み各種審議会等の開催・募集情報公開／個人情報保護組織機構／外郭団体地域分権参画／協働／交流職員募集選挙市政だよりホームくらし・手続き新型コロナウイルス感染症対策行政サービス・相談・支援・融資等について行政サービス・相談・融資・支援等について[2021年5月24日]ID:51043ソーシャルサイトへのリンクは別ウィンドウで開きます.inline-block_test{"
八尾市,http://www.i-portal-yao.jp/,, やお産業情報ポータルサイト（助成金等の各種支援制度の情報） ,2021-11-11,専門家相談、助成金、セミナー、融資制度などの各種支援制度の情報等トップ目的別で探す制度別で探す実施主体別で探す会館についてアクセスサイトのご利用についてお問い合わせ中小企業サポートセンター新着順助成金セミナー融資制度相談事業需要開拓施設利用試験・評価その他※RSSフィードについて2021-10-26D.I.Yプロジェクト始動オリエンテーションの様子2021-10-262021年環山楼塾受講生の声熊野合成株式会社2021-10-26意欲ある事業者経営・技術支援補助金にメニュー新設・拡充！！2021-10-06【11/9開催】「DXフォーラム2021in八尾」のご案...2021-10-06第14回やお創業ゆるっとカフェ過去の新着情報一覧へ現在募集中目的的で探すその他の情報を探す
