area,url,category,title,date,body
堺市,http://www.city.sakai.lg.jp/kanko/kanko/oshirase/hojokin.html, 補助金,堺市飲食店等受入環境整備補助金 ,2022-01-16,"<pclass=""jsmessage"">堺市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。<br/>お手数ですがJavaScriptの使用を有効にしてください。</p><!--$(function(){$(""#blockskipa"").focus(function(){$(this).addClass(""show"");});$(""#blockskipa"").blur(function(){$(this).removeClass(""show"");});});//-->このページの本文へ移動トップページ観光・歴史・文化観光観光のお知らせ飲食店・ホテル等の感染症対策にかかる整備費について補助します飲食店・ホテル等の感染症対策にかかる整備費について補助します更新日：2021年12月1日新型コロナウイルス感染者数の全国的な減少を受けて、今後観光客の回復が見込まれる中、観光客が安心して堺市を周遊できるよう、感染リスクを軽減するための環境整備が求められています。堺市では、感染症対策に取り組む飲食店・ホテル等を支援するため、以下のとおり補助金を交付します。補助金概要「堺市飲食店等受入環境整備補助金」チラシ（PDF：474KB）補助金について対象者1宿泊事業者旅館業法（昭和23年法律第138号）第3条第1項に規定する許可を受け、堺市内の宿泊施設において同法第2条第2項「旅館・ホテル営業」及び同条第3項「簡易宿所営業」を行う者（以下「宿泊事業者」という。）、または住宅宿泊事業法第3条第1項に規定する届出を行い、標識の交付を受けた者（以下「民泊事業者という」。ただし、次の各号のいずれかに該当する宿泊施設を営む者を除く（第2号の宗教法人が行う収益事業に係る取組についてはこの限りではない）。(1)風俗営業等の規制及び業務適正化等に関する法律（昭和23年法律第122号）第2条第6項に規定する店舗型性風俗特殊営業を営む施設。(2)市ま"
堺市,https://www.city.sakai.lg.jp/sangyo/careerweb/kigyo/koyousokusinsienkin.html, 支援金,堺市緊急雇用促進支援金 ,2022-01-16,"<pclass=""jsmessage"">堺市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。<br/>お手数ですがJavaScriptの使用を有効にしてください。</p><!--$(function(){$(""#blockskipa"").focus(function(){$(this).addClass(""show"");});$(""#blockskipa"").blur(function(){$(this).removeClass(""show"");});});//-->このページの本文へ移動トップページ産業・ビジネス就職・雇用・労働（SAKAIキャリアウエブ）企業の方堺市緊急雇用促進支援金のご案内堺市緊急雇用促進支援金のご案内更新日：2021年11月17日堺市では、新型コロナウイルス感染症拡大による雇用情勢を踏まえ、市内求職者の早期の就業を支援するとともに、市内事業者の人材確保を支援することを目的に、大阪府の「大阪府雇用促進支援金」（以下、府支援金）と連動し、新型コロナウイルス感染症の影響等により失業状態にある市内求職者を雇い入れ、一定期間雇用した市内事業主に対して、「堺市緊急雇用促進支援金」を交付します。※先着順で申請を受け付けます。予算額に達し次第、受け付けを終了いたします。原則、郵送受付のみ。※支援金の対象となる被雇用者の雇入れの期限が令和3年11月30日となりますので、ご注意ください。※審査がありますので、申請内容によっては、対象外となる場合もあります。下記、FAQ、ホームページ記載内容、チラシ等の内容をご確認の上、ご不明な点は、ご連絡ください。本制度の申請をご検討される場合は、一度、お問い合わせください。制度概要・要件等について、ご案内させていただきます。支援金案内チラシ（PDF：988KB）支援金の内容、手続きの流れ等について記載しておりますので、こちらをあわせて、ご確認ください。FAQについて（申請される前に、一度、ご確認くださ"
堺市,https://www.city.sakai.lg.jp/sangyo/shienyuushi/corona_jigyosha/jigyosha_toshi/sentan_hojokin.html, 補助金,令和3年度先端設備等導入支援補助金 ,2022-01-16,"<pclass=""jsmessage"">堺市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。<br/>お手数ですがJavaScriptの使用を有効にしてください。</p><!--$(function(){$(""#blockskipa"").focus(function(){$(this).addClass(""show"");});$(""#blockskipa"").blur(function(){$(this).removeClass(""show"");});});//-->このページの本文へ移動トップページ産業・ビジネス企業への支援・届出新型コロナウイルス関連の事業者向け支援策等設備投資・販路開拓令和3年度先端設備等導入支援補助金令和3年度先端設備等導入支援補助金更新日：2021年9月14日予算の募集枠が少なくなってきておりますので、申請を検討されている場合はお早めにご相談ください。予算の募集枠に達し次第、受付終了となります。新型コロナウイルス感染症の影響を乗り越えるため、前向きな投資を行う市内中小企業を支援することを目的に、労働生産性を向上させる先端設備等の導入に係る経費を補助します。募集期間令和3年7月1日から令和4年1月31日まで※今年度予算の募集枠に達し次第、受付終了となります.補助内容先端設備等の取得費（消費税及び地方消費税を除く）の10％（補助上限額500万円）上記先端設備等は、「機械及び装置」、「測定工具及び検査工具」、「器具及び備品」、「建物附属設備」、「ソフトウェア」とする。申請手続要件の詳細や申請手続については、以下のリンクをご確認ください。令和3年度先端設備等導入支援補助金問い合わせ先産業振興局商工労働部イノベーション投資促進室電話：072-228-7629ファックス：072-228-8816このページの作成担当産業振興局商工労働部産業政策課電話：072-228-"
堺市,http://www.city.sakai.lg.jp/sangyo/shienyuushi/other/coronahojo.html, 補助金,堺市頑張る中小企業応援補助金 ,2022-01-16,"<pclass=""jsmessage"">堺市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。<br/>お手数ですがJavaScriptの使用を有効にしてください。</p><!--$(function(){$(""#blockskipa"").focus(function(){$(this).addClass(""show"");});$(""#blockskipa"").blur(function(){$(this).removeClass(""show"");});});//-->このページの本文へ移動トップページ産業・ビジネス企業への支援・届出その他堺市頑張る中小企業応援補助金堺市頑張る中小企業応援補助金更新日：2021年4月2日令和3年4月2日、小規模事業者持続化補助金で申請される場合の添付書類についてのお願いを掲載しました。令和3年3月26日付けで要綱改正を行いました。改正内容はこちらをご確認ください。特定非営利活動法人等で収益事業を行わない事業者の納税証明書の取扱いについて記載しました。令和2年11月1日付けで要綱改正を行いました。個人事業主は自署サインがあれば押印が不要です。令和2年10月12日、IT導入補助金で申請される場合の添付書類についてのお願いを掲載しました。令和2年9月17日、申請書様式の記入例を掲載しました。令和2年9月8日、申請受付を開始しました。概要国の中小企業向け緊急対策事業の中核である「中小企業生産性革命推進事業」に取り組む市内中小事業者の前向きな投資を促進するため、『堺市頑張る中小企業応援補助金』を予算の範囲内で交付します。「堺市頑張る中小企業応援補助金」のご案内（PDF：676KB）対象者堺市内に主たる事業所を有する中小事業者対象事業「中小企業生産性革命推進事業」のうち、次の対象事業。○小規模事業者持続化補助金（一般型・コロナ特別対応型）（事業再開枠を除く）○IT導入補助金2020（特別枠含む）※国へ"
堺市,http://www.city.sakai.lg.jp/kenko/fukushikaigo/shogaifukushi/corona_oshirase/corona_jigyosya/kakarimashihojyokin.html, 補助金,障害福祉サービス等事業者に対するサービス継続支援補助金 ,2022-01-16,"<pclass=""jsmessage"">堺市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。<br/>お手数ですがJavaScriptの使用を有効にしてください。</p><!--$(function(){$(""#blockskipa"").focus(function(){$(this).addClass(""show"");});$(""#blockskipa"").blur(function(){$(this).removeClass(""show"");});});//-->このページの本文へ移動トップページ健康・福祉福祉・介護障害福祉新型コロナウイルス感染症に関するお知らせ事業者向け障害福祉サービス等事業者に対するサービス継続支援補助金について障害福祉サービス等事業者に対するサービス継続支援補助金について更新日：2021年6月30日1概要について障害者及びその家族の生活を支えるために必要不可欠な障害福祉サービス等の提供体制について、新型コロナウイルス感染症の発生による影響を可能な限り小さくすることを目的として、通常とは異なる特別な形でのサービス提供、関係者との緊密な連携による支援の継続等の取組を行う障害福祉サービス等事業者のために、通常のサービス提供時等では想定されない費用、いわゆる「かかり増し経費」について予算の範囲内で補助を行います。2補助対象となる事業所等令和2年1月15日以後の期間において、次の(1)～(4)のいずれかに該当する本市の区域内に所在する障害福祉サービス等（障害児に係るサービスを除く。）の事業所等(1)大阪府又は本市から、その実施する障害福祉サービス等の事業について休業要請を受けた通所系サービス（※1）事業所及び短期入所サービス事業所(2)その実施する障害福祉サービス等の利用者又は職員に新型コロナウイルス感染症の感染者が発生した障害福祉サービス等"
堺市,http://www.city.sakai.lg.jp/sangyo/shienyuushi/chusho/yuushi/seido/yuusiseidoitiran.html, 融資,融資制度一覧 ,2022-01-16,"<pclass=""jsmessage"">堺市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。<br/>お手数ですがJavaScriptの使用を有効にしてください。</p><!--$(function(){$(""#blockskipa"").focus(function(){$(this).addClass(""show"");});$(""#blockskipa"").blur(function(){$(this).removeClass(""show"");});});//-->このページの本文へ移動トップページ産業・ビジネス企業への支援・届出ものづくり企業支援融資堺市中小企業融資制度融資制度一覧融資制度一覧更新日：2021年4月1日堺市中小企業振興資金融資（無担保）<市町村連携型>堺市中小企業設備投資応援資金融資（無担保）<市町村連携型>堺市中小企業振興資金融資（有担保）堺市中小企業活力強化資金融資（有担保）堺市創業者支援資金融資（有担保）堺市経営安定特別資金融資（有担保）堺市中小企業協同組合振興資金融資堺市中小企業融資制度一覧表はこちらをご覧ください（PDF：164KB）PDF形式のファイルを開くには、AdobeAcrobatReaderDC（旧AdobeReader）が必要です。お持ちでない方は、Adobe社から無償でダウンロードできます。AdobeAcrobatReaderDCのダウンロー"
堺市,https://www.city.sakai.lg.jp/sangyo/shienyuushi/chusho/yuushi/seido/yuusiseido.html, 融資,堺市中小企業融資制度 ,2022-01-16,"<pclass=""jsmessage"">堺市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。<br/>お手数ですがJavaScriptの使用を有効にしてください。</p><!--$(function(){$(""#blockskipa"").focus(function(){$(this).addClass(""show"");});$(""#blockskipa"").blur(function(){$(this).removeClass(""show"");});});//-->このページの本文へ移動トップページ産業・ビジネス企業への支援・届出ものづくり企業支援融資堺市中小企業融資制度堺市中小企業融資制度のご案内堺市中小企業融資制度のご案内更新日：2020年1月6日お知らせ平成30年度から堺市産業振興センター保証融資において、保証料率を減率しています。保証料率については、堺市産業振興センター（外部リンクへ）堺市中小企業融資制度のご案内公的機関で安心：堺市産業振興センターなどが保証します。固定金利で安心：どなた様も経済情勢にかかわらず最後まで金利が変わらず、返済計画がたてやすいです。元金均等返済：早く元金残額が減っていく有利な返済方法です。長い融資期間：融資期間も5年から10年以内で1回あたりの返済負担が軽いです。信用保証料：融資制度によって、特別料率や堺市が信用保証料を全額負担する制度もあり、さらに役に立つ融資制度です。堺市中小企業融資制度とは？堺市が堺市産業振興センター、大阪信用保証協会及び堺市内金融機関と連携して、行っている融資制度です。保証機関の保証を付して金融機関から融資を受けるものです。融資申込みの流れ堺市の融資制度を利用できますか？どの融資を利用しますか？どこで申込み手続きをしますか？金融機関はどこですか？よくある質問堺市中小企業融資制度に関するQ&A相談・申込み"
堺市,https://www.city.sakai.lg.jp/sangyo/shienyuushi/chusho/yuushi/safetynet/4goukitei.html, 融資,セーフティネット保証4号（中小企業信用保険法第2条第5項第4号の規定による認定）について ,2022-01-16,"<pclass=""jsmessage"">堺市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。<br/>お手数ですがJavaScriptの使用を有効にしてください。</p><!--$(function(){$(""#blockskipa"").focus(function(){$(this).addClass(""show"");});$(""#blockskipa"").blur(function(){$(this).removeClass(""show"");});});//-->このページの本文へ移動トップページ産業・ビジネス企業への支援・届出ものづくり企業支援融資セーフティネット保証制度（中小企業信用保険法第2条第5項）セーフティネット保証4号(中小企業信用保険法第2条第5項第4号の規定による認定)についてセーフティネット保証4号(中小企業信用保険法第2条第5項第4号の規定による認定)について更新日：2021年9月3日突発的災害（自然災害等）の発生に起因して売上高等が減少している中小企業者を支援するための措置お知らせ堺市では、「セーフティネット保証4号」の認定申請及び相談につきまして、堺市産業振興センターにおいて実施しておりますが、新型コロナウイルス感染拡大防止の観点から、認定申請は原則郵送のみ、相談は電話対応のみの扱いとさせていただいております。（郵送先は下記をご覧ください。）ご郵送いただく際は、送付の履歴が分かる「レターパックライト」等でお送りください。また、認定書をお送りさせていただくために返信用の「レターパックライト」を必ず同封してお送りいただきますようお願いいたします。（返信用の「レターパックライト」が同封されておりませんと、認定書をお送りすることができませんのでご注意ください。また、返信用の「レターパックライト」には返信先を必ずご記入ください。）新型コロナウイルス感染症により影響を受けている中小企業者を対象にセーフティネット保証4号が発動"
堺市,https://www.city.sakai.lg.jp/sangyo/shienyuushi/chusho/yuushi/safetynet/ikitei.html, 融資,セーフティネット保証5号（中小企業信用保険法第2条第5項第5号(イ)の規定による認定）について ,2022-01-16,"<pclass=""jsmessage"">堺市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。<br/>お手数ですがJavaScriptの使用を有効にしてください。</p><!--$(function(){$(""#blockskipa"").focus(function(){$(this).addClass(""show"");});$(""#blockskipa"").blur(function(){$(this).removeClass(""show"");});});//-->このページの本文へ移動トップページ産業・ビジネス企業への支援・届出ものづくり企業支援融資セーフティネット保証制度（中小企業信用保険法第2条第5項）セーフティネット保証5号（中小企業信用保険法第2条第5項第5号(イ)の規定による認定）についてセーフティネット保証5号（中小企業信用保険法第2条第5項第5号(イ)の規定による認定）について更新日：2021年7月30日全国的に業況の悪化している業種に属する中小企業者を支援するための措置（イ）【重要なお知らせ】国において、令和3年8月1日～12月31日までの指定業種が535業種に限定されました。そのため、令和3年8月1日以降の申請は、指定業種と非指定業種を確定する必要がありますので、申請手続きに関しては、従来の郵送による申請を取り止め、来館による申請のみに変更します。該当の指定業種は中小企業庁ホームページ（外部リンク）でご確認ください。※来館による申請受付はセーフティネット保証5号認定のみです。セーフティネット保証4号並びに危機関連保証の申請については、従来通り郵送でのみ受け付けております。1.申請方法必要書類（「2.持ち物（必要書類）」参照）をご持参のうえ、下記までご来館ください。〒591-8025堺市北区長曽根町183番地5（公財）堺市産業振興センター2階堺市産業振興局商工労働部ものづくり支援課中小企業支"
堺市,https://www.city.sakai.lg.jp/sangyo/shienyuushi/chusho/yuushi/safetynet/rokitei.html, 融資,セーフティネット保証5号（中小企業信用保険法第2条第5項第5号(ロ)の規定）による認定について ,2022-01-16,"<pclass=""jsmessage"">堺市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。<br/>お手数ですがJavaScriptの使用を有効にしてください。</p><!--$(function(){$(""#blockskipa"").focus(function(){$(this).addClass(""show"");});$(""#blockskipa"").blur(function(){$(this).removeClass(""show"");});});//-->このページの本文へ移動トップページ産業・ビジネス企業への支援・届出ものづくり企業支援融資セーフティネット保証制度（中小企業信用保険法第2条第5項）セーフティネット保証5号（中小企業信用保険法第2条第5項第5号(ロ)の規定）による認定についてセーフティネット保証5号（中小企業信用保険法第2条第5項第5号(ロ)の規定）による認定について更新日：2021年8月1日全国的に業況の悪化している業種に属する中小企業者を支援するための措置（ロ）お知らせ1指定業種の追加セーフティネット保証5号の対象業種について、一部例外業種を除く原則全業種の方々がご利用できるようになりました。詳細は、中小企業庁ホームページ（外部リンク）でご確認ください。1．要件の確認次の要件をすべて満たす中小企業者1.実際営んでいる事業（登記簿上の業種とは限りません）が国の指定する業種に該当している方確認手順(1)日本標準産業分類で、該当業種名・番号を確認して下さい日本標準産業分類検索システム（外部リンクへ）確認手順(2)(1)で確認した業種が指定業種であるか確認して下さいセーフティネット保証5号の指定業種（外部リンクへ）詳しくは中小企業庁ホームページ（外部リンクへ）2.原油価格の上昇により、製品等に係る売上原価のうち20％以上を占める原油等の仕入価格が"
