area,url,category,title,date,body
交野市,https://www.city.katano.osaka.jp/docs/2021101800038/, 支援金,交野市新型コロナウイルス感染症対策地域公共交通運行継続支援金 ,2021-12-04,"本文へふりがなをつけるよみあげる文字の大きさ拡大標準縮小背景色黒青標準functiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,ko,zh-CN,zh-TW',layout:google.translate.TranslateElement.InlineLayout.SIMPLE},'google_translate_element');}検索支援ツール検索方法分野から探すサイトマップふりがなと読み上げ音声は，人名，地名，用語等が正確に発音されない場合があります。ページの言語を翻訳くらし子育て・教育健康・福祉観光・文化・スポーツ事業者の方へ市政についてホームカテゴリ記事区分申請・届出ホームカテゴリ分野まちづくりホーム組織都市計画部都市計画課交野市新型コロナウイルス感染症対策地域公共交通運行継続支援金公開日2021年10月25日更新日2021年10月25日交野市では、長引くコロナ禍の影響により利用者数が減少する中においても市民生活の維持のため、運行継続する地域の公共交通事業者に対して支援金を交付します。１、支援金の対象者次の各号すべてに該当する者が支援金の対象者とします。一．交野市内に営業所（福祉有償運送事業者にあっては事務所）を置く、路線バス及びタクシー事業者並びに福祉有償運送事業者二．新型イン"
交野市,https://www.city.katano.osaka.jp/corona/2021100500021/, 支援金,中小企業者等支援給付金 ,2021-12-04,"本文へふりがなをつけるよみあげる文字の大きさ拡大標準縮小背景色黒青標準functiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,ko,zh-CN,zh-TW',layout:google.translate.TranslateElement.InlineLayout.SIMPLE},'google_translate_element');}検索支援ツール検索方法分野から探すサイトマップふりがなと読み上げ音声は，人名，地名，用語等が正確に発音されない場合があります。ページの言語を翻訳くらし子育て・教育健康・福祉観光・文化・スポーツ事業者の方へ市政についてホーム新型コロナウイルス関連情報中小企業者等支援給付金公開日2021年10月14日更新日2021年10月14日中小企業者等支援給付金とは新型コロナウイルス感染症により経営に影響を受けている事業者のうち、交野市の事業継続支援金、国の月次支援金や府の営業時間短縮協力金を受けていない市内の中小企業者（個人事業主）及びその他の法人に対して、経営を支援するため給付金を支給します。※申請書の記入・提出にあたっては、申請書記載内容や申請要領をご確認願います。中小企業者等支援給付金_申請要領[PDF：1.15MB]中小企業者等支援給付金要綱[PDF：446KB]"
交野市,https://www.city.katano.osaka.jp/docs/2020060200040/, 支援金,障がい福祉サービス事業所に対する特別支援金 ,2021-12-04,"本文へふりがなをつけるよみあげる文字の大きさ拡大標準縮小背景色黒青標準functiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,ko,zh-CN,zh-TW',layout:google.translate.TranslateElement.InlineLayout.SIMPLE},'google_translate_element');}検索支援ツール検索方法分野から探すサイトマップふりがなと読み上げ音声は，人名，地名，用語等が正確に発音されない場合があります。ページの言語を翻訳くらし子育て・教育健康・福祉観光・文化・スポーツ事業者の方へ市政についてホームカテゴリ記事区分制度・業務ホームカテゴリ分野福祉障がい福祉ホーム組織福祉部障がい福祉課障がい福祉サービス事業所に対する特別支援金（第2弾）の支給について公開日2021年04月02日更新日2021年04月05日コロナ禍で厳しい経営環境が長引く中、2度目の緊急事態宣言期間中においても、障がい者（児）の生活に必要なサービスを提供するため、感染防止対策を講じた上でサービス提供を継続していただいた事業者への支援を目的に、特別支援金（第2弾）を支給します。支給対象2度目の緊急事態宣言期間中（令和３年１月１４日から２月２７日）においてもサービス提供を継続し"
交野市,https://www.city.katano.osaka.jp/docs/2018100200013/,, セーフティネット4号保証 ,2021-12-04,"本文へふりがなをつけるよみあげる文字の大きさ拡大標準縮小背景色黒青標準functiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,ko,zh-CN,zh-TW',layout:google.translate.TranslateElement.InlineLayout.SIMPLE},'google_translate_element');}検索支援ツール検索方法分野から探すサイトマップふりがなと読み上げ音声は，人名，地名，用語等が正確に発音されない場合があります。ページの言語を翻訳くらし子育て・教育健康・福祉観光・文化・スポーツ事業者の方へ市政についてホームカテゴリ記事区分申請・届出ホームカテゴリ分野地域振興産業振興ホームカテゴリ分野地域振興ホーム組織総務部地域振興課新型コロナウイルス感染症によるセーフティネット４号保証について公開日2018年10月09日更新日2021年10月28日概要自然災害等の突発的事由（噴火、地震、台風等）により経営の安定に支障が生じている中小企業者への資金供給の円滑化を図るため、信用保証協会が通常の保証限度額とは別枠で保証（１００％保証）を行う制度。中小企業庁のホームページにて詳細が記載されておりますので、ご覧ください。認定書の指定期間が延長されました。(令和３年12月１日ま"
交野市,https://www.city.katano.osaka.jp/docs/2014100100032/,, セーフティネット5号保証 ,2021-12-04,"本文へふりがなをつけるよみあげる文字の大きさ拡大標準縮小背景色黒青標準functiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,ko,zh-CN,zh-TW',layout:google.translate.TranslateElement.InlineLayout.SIMPLE},'google_translate_element');}検索支援ツール検索方法分野から探すサイトマップふりがなと読み上げ音声は，人名，地名，用語等が正確に発音されない場合があります。ページの言語を翻訳くらし子育て・教育健康・福祉観光・文化・スポーツ事業者の方へ市政についてホームカテゴリ記事区分申請・届出ホームカテゴリ分野地域振興産業振興ホームカテゴリ分野地域振興ホーム組織総務部地域振興課【６月２５日更新】セーフティネット保証５号にかかる認定について公開日2017年12月26日更新日2021年07月30日【トピックス】★令和３年７月３０日更新セーフティネット保証５号の対象業種を指定します。令和３年８月１日から令和３年１２月３１日までの期間となっております。詳細は下記中小企業庁ホームページよりご確認ください。○セーフティネット保証５号の対象業種を指定します。★令和３年６月２５日更新セーフティ"
交野市,https://www.city.katano.osaka.jp/docs/2020031300021/,, 危機関連保証 ,2021-12-04,"本文へふりがなをつけるよみあげる文字の大きさ拡大標準縮小背景色黒青標準functiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,ko,zh-CN,zh-TW',layout:google.translate.TranslateElement.InlineLayout.SIMPLE},'google_translate_element');}検索支援ツール検索方法分野から探すサイトマップふりがなと読み上げ音声は，人名，地名，用語等が正確に発音されない場合があります。ページの言語を翻訳くらし子育て・教育健康・福祉観光・文化・スポーツ事業者の方へ市政についてホームカテゴリ記事区分申請・届出ホームカテゴリ分野地域振興産業振興ホームカテゴリ分野地域振興ホーム組織総務部地域振興課新型コロナウイルス感染症による危機関連保証について公開日2020年03月13日更新日2021年10月28日概要内外の金融秩序の混乱その他の事象が突発的に生じたため、全国的な資金繰りの状況を示す客観的な指標である資金繰り等が、リーマンショック時や東日本大震災時等と同程度に短期かつ急速に低下することにより、我が国の中小企業について著しい信用の収縮が全国的に生じていることが確認でき、国として危機関連保証を実施する必要があると認める場合に、実際に売上高等が減少してい"
交野市,https://www.city.katano.osaka.jp/docs/2018062700040/,, 中小企業等経営強化法に基づく「先端設備等導入計画」認定申請の受付について ,2021-12-04,"本文へふりがなをつけるよみあげる文字の大きさ拡大標準縮小背景色黒青標準functiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,ko,zh-CN,zh-TW',layout:google.translate.TranslateElement.InlineLayout.SIMPLE},'google_translate_element');}検索支援ツール検索方法分野から探すサイトマップふりがなと読み上げ音声は，人名，地名，用語等が正確に発音されない場合があります。ページの言語を翻訳くらし子育て・教育健康・福祉観光・文化・スポーツ事業者の方へ市政についてホームカテゴリ記事区分申請・届出ホームカテゴリ分野地域振興産業振興ホーム組織総務部地域振興課中小企業等経営強化法に基づく「先端設備等導入計画」認定申請の受付について公開日2018年06月29日更新日2021年07月26日１制度について交野市では、中小企業等経営強化法（令和3年6月16日施行（旧：生産性向上特別措置法（平成３０年6月6日施行））に基づき、交野市内に事業所を有する中小企業者が労働生産性を一定向上させるため策定する「先端設備等導入計画」を審査し、本市の導入促進基本計画に合致する場合に認定を行います。中小事業者が「先端設備等導入計画」の認定を受けることで、"
交野市,https://www.city.katano.osaka.jp/corona/2020042700186/, 融資,新型コロナウイルス感染症に伴う各融資制度について ,2021-12-04,"本文へふりがなをつけるよみあげる文字の大きさ拡大標準縮小背景色黒青標準functiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,ko,zh-CN,zh-TW',layout:google.translate.TranslateElement.InlineLayout.SIMPLE},'google_translate_element');}検索支援ツール検索方法分野から探すサイトマップふりがなと読み上げ音声は，人名，地名，用語等が正確に発音されない場合があります。ページの言語を翻訳くらし子育て・教育健康・福祉観光・文化・スポーツ事業者の方へ市政についてホームカテゴリ記事区分申請・届出ホームカテゴリ分野地域振興産業振興ホームカテゴリ分野地域振興新型コロナウイルス感染症に伴う各融資制度について（ご案内）公開日2020年03月02日更新日2020年04月23日新型コロナウイルス感染症の発生により、経営に影響を受けている中小企業者を支援するための制度をまとめましたので、事業復旧にご利用ください。各機関の経営相談窓口について●新型コロナウィルスに関する経営相談窓口【平日の場合】（経済産業省HP）※土日・祝日の場合はこちら（経済産業省HP）●中小企業・小規模事業者の方を対象とした相談窓口について（大阪府）●中小企業金融"
交野市,https://www.city.katano.osaka.jp/corona/2020060500027/, 支援情報,交野市の支援制度や取り組み ,2021-12-04,"本文へふりがなをつけるよみあげる文字の大きさ拡大標準縮小背景色黒青標準functiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,ko,zh-CN,zh-TW',layout:google.translate.TranslateElement.InlineLayout.SIMPLE},'google_translate_element');}検索支援ツール検索方法分野から探すサイトマップふりがなと読み上げ音声は，人名，地名，用語等が正確に発音されない場合があります。ページの言語を翻訳くらし子育て・教育健康・福祉観光・文化・スポーツ事業者の方へ市政についてホームカテゴリ記事区分制度・業務ホームカテゴリ記事区分申請・届出ホームカテゴリ分野市政情報ホームカテゴリ分野くらしの手続き（新型コロナウイルス感染症）交野市の支援制度や取り組み公開日2020年06月05日更新日2021年10月15日市独自の支援制度・取り組み交野市では、新型コロナウイルスの感染拡大により影響を受けている市民や事業者への支援として、国の新型コロナウイルス感染症対応地方創生臨時交付金等を活用した市独自の支援事業や取り組みを実施しています。詳しくは、下記をご覧ください。（新型コロナウイルス感染症）交野市の支援制度（第1弾）（新型コロナウイルス感染症）交"
交野市,https://www.city.katano.osaka.jp/corona/2020051400046/, 相談,事業者向け主な支援制度・相談窓口 ,2021-12-04,"本文へふりがなをつけるよみあげる文字の大きさ拡大標準縮小背景色黒青標準functiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,ko,zh-CN,zh-TW',layout:google.translate.TranslateElement.InlineLayout.SIMPLE},'google_translate_element');}検索支援ツール検索方法分野から探すサイトマップふりがなと読み上げ音声は，人名，地名，用語等が正確に発音されない場合があります。ページの言語を翻訳くらし子育て・教育健康・福祉観光・文化・スポーツ事業者の方へ市政についてホームカテゴリ記事区分申請・届出ホームカテゴリ分野地域振興産業振興ホームカテゴリ分野市政情報（新型コロナウイルス感染症）事業者向け主な支援制度・相談窓口公開日2020年05月15日更新日2021年10月14日新型コロナウイルス感染症に伴う主な支援制度や相談窓口を一覧化しました。新型コロナウイルス感染症に関連する支援制度（事業者向け）[PDF：304KB]一覧の内容は下記でも詳細をご確認いただけます。1.給付金・支援金2.相談窓口詳細は問い合わせ先のホームページをご確認ください。また、国の支援制度についてまとめられたものはこちらをご確認ください。内閣官房ホ"
