area,url,category,title,date,body
大阪府,https://www.pref.osaka.lg.jp/iryo/osakakansensho/kyouryokukin.html, 協力金,令和3年度大阪府休暇期間における発熱患者等診療・検査協力金 ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,https://www.pref.osaka.lg.jp/iryo/osakakansensho/kensa.html, 補助金,新型コロナウイルス感染症検査機関等設備整備事業補助金 ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,https://www.pref.osaka.lg.jp/shogyoshien/ichiji/index.html, 支援金,中小法人・個人事業者等に対する一時支援金 ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,https://www.pref.osaka.lg.jp/ryutai/shuruihanbai_shien/index.html, 支援金,緊急時代措置(飲食店等での酒類提供停止)にかかる酒類販売事業者支援 ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,https://www.pref.osaka.lg.jp/iryo/2019ncov/r3_keizokusaikaisien.html, 補助金,新型コロナウイルス感染症に伴う休業等に対する継続・再開支援事業（令和3年度） ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,https://www.pref.osaka.lg.jp/kyouryokukin/kyoryokukin-9ki/index.html, 協力金,大阪府営業時間短縮協力金　第9期（令和3年10月1日から10月24日） ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,http://www.pref.osaka.lg.jp/koyotaisaku/koyoushienkin/index.html, 支援金,大阪府雇用促進支援金 ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,https://www.pref.osaka.lg.jp/iryo/2019ncov/tokushukinmuteate.html, 補助金,大阪府新型コロナウイルス感染症に係る特殊勤務手当支給事業補助金 ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,http://www.pref.osaka.lg.jp/iryo/2019ncov/jintekishien.html, 補助金,人的支援に関する補助（医療機関等を対象） ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,https://hot-link.jp/index.php/osaka-vaccine-kyuhukin, 協力金,大阪府新型コロナウイルスワクチン接種促進協力金 ,2021-12-11,"ログイン大阪府新型コロナウイルスワクチン接種促進協力金$(document).ready(function(){$(function(){$(""#ccm-image-slider-16749"").responsiveSlides({prevText:"""",//String:Textforthe""previous""buttonnextText:"""",nav:true,timeout:4000,speed:500,});});});【お問合せはこちら】接種促進協力金コールセンターTEL：06-6191-0608受付時間：月～金(11:00～19:00)※祝日及び年末年始を除く"
大阪府,https://www.pref.osaka.lg.jp/kinyushien/korona/index.html, 融資,新型コロナウイルス感染症への対応のための融資メニュー ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,https://www.pref.osaka.lg.jp/hodo/index.php?site=fumin&pageId=38234, 融資,中小企業信用保証制度に係る対象業種の拡大について ,2021-12-11,ページの先頭です。メニューを飛ばして本文へメニュー府庁の組織から探すキッズページ閉じる次の検索ボックスへ文字を入力してください報道発表資料
大阪府,http://www.pref.osaka.lg.jp/kinyushien/seido001/index.html#korona, 融資,制度融資（信用保証付き）のご案内 ,2021-12-11,ページの先頭です。タイトルへ移動メニュー府庁の組織から探すキッズページ閉じる
大阪府,https://www.pref.osaka.lg.jp/attach/246/00115458/9shokibo(6.30).pdf, 融資,小規模企業サポート資金（小規模資金） ,2021-12-11,
