area,url,category,title,date,body
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-doboku/somukoutu/_106442/_106443.html, 補助金,吹田市公共交通新型コロナウイルス感染症対応運行継続補助金 ,2021-11-10,<p>このページではjavascriptを使用しています。</p>よくある質問事業者組織一覧文字サイズ大中背景色白黄青黒Languageホームページ組織一覧土木部総務交通室新型コロナウイルス感染症に関連する補助金について吹田市公共交通新型コロナウイルス感染症対応運行継続補助金くらしの情報届出・証明・税妊娠・出産子育て
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-toshimiryoku/chiikikeizai/shoukougyou/kigyouhojyo/chusyo-challenge.html, 補助金,吹田市　中小企業等チャレンジ補助金 ,2021-11-10,<p>このページではjavascriptを使用しています。</p>よくある質問事業者組織一覧文字サイズ大中背景色白黄青黒Languageホームページ組織一覧都市魅力部地域経済振興室商工業中小企業活性化のための補助金中小企業等チャレンジ補助金くらしの情報届出・証明・税妊娠・出産子育て学校・教育
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-toshimiryoku/chiikikeizai/shoukougyou/kigyouhojyo/_104782.html, 補助金,中小企業ホームページ等作成事業補助金 ,2021-11-10,<p>このページではjavascriptを使用しています。</p>よくある質問事業者組織一覧文字サイズ大中背景色白黄青黒Languageホームページ組織一覧都市魅力部地域経済振興室商工業中小企業活性化のための補助金中小企業ホームページ等作成事業補助金くらしの情報届出・証明・税妊娠・出産子育て学校
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-toshimiryoku/chiikikeizai/shoukougyou/kigyouhojyo/daigakkoujyukouhojyo.html, 補助金,中小企業大学校受講補助金 ,2021-11-10,<p>このページではjavascriptを使用しています。</p>よくある質問事業者組織一覧文字サイズ大中背景色白黄青黒Languageホームページ組織一覧都市魅力部地域経済振興室商工業中小企業活性化のための補助金中小企業大学校受講補助金くらしの情報届出・証明・税妊娠・出産子育て学校・教育
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-toshimiryoku/chiikikeizai/shoukougyou/yuusi/sinseisyo/_103894.html,, セーフティネット保証融資制度第4号認定(新型コロナウイルス感染症対策) ,2021-11-10,<p>このページではjavascriptを使用しています。</p>よくある質問事業者組織一覧文字サイズ大中背景色白黄青黒Languageホームページ組織一覧都市魅力部地域経済振興室商工業事業資金融資制度セーフティネット保証融資制度申請書ダウンロードセーフティネット保証融資制度第4号認定申請書（新型コロナ対策）くらしの情報届出・証明・税妊娠・出産子育て
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-toshimiryoku/chiikikeizai/shoukougyou/yuusi/sinseisyo/ninnteisinnseisyo_copy.html,, セーフティネット保証融資制度第5号認定(新型コロナウイルス感染症対策) ,2021-11-10,<p>このページではjavascriptを使用しています。</p>よくある質問事業者組織一覧文字サイズ大中背景色白黄青黒Languageホームページ組織一覧都市魅力部地域経済振興室商工業事業資金融資制度セーフティネット保証融資制度申請書ダウンロードセーフティネット保証融資制度第5号認定申請書（新型コロナ対策）くらしの情報届出・証明・税妊娠・出産子育て
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-toshimiryoku/chiikikeizai/shoukougyou/yuusi/sinseisyo/kikikannri_copy.html,, 新型コロナウイルス感染症の発生に係る危機関連保証の認定について(認定申請書) ,2021-11-10,<p>このページではjavascriptを使用しています。</p>よくある質問事業者組織一覧文字サイズ大中背景色白黄青黒Languageホームページ組織一覧都市魅力部地域経済振興室商工業事業資金融資制度セーフティネット保証融資制度申請書ダウンロード新型コロナウイルス感染症の発生に係る危機関連保証の認定について（認定申請書）くらしの情報届出・証明・税妊娠・出産子育て
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-toshimiryoku/chiikikeizai/shoukougyou/sentansetubidounyukeikaku.html,, 中小企業等経営強化法に基づく「先端設備等導入計画」の 認定申請受付及び「固定資産税（償却資産）の特例」 ,2021-11-10,<p>このページではjavascriptを使用しています。</p>よくある質問事業者組織一覧文字サイズ大中背景色白黄青黒Languageホームページ組織一覧都市魅力部地域経済振興室商工業中小企業等経営強化法に基づく「先端設備等導入計画」の認定申請受付についてくらしの情報届出・証明・税妊娠・出産子育て
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-toshimiryoku/chiikikeizai/soudann.html,, 新型コロナウイルス感染症に関する支援情報 ,2021-11-10,<p>このページではjavascriptを使用しています。</p>よくある質問事業者組織一覧文字サイズ大中背景色白黄青黒Languageホームページ組織一覧都市魅力部地域経済振興室事業者向け新型コロナウイルス感染症に関する支援情報くらしの情報届出・証明・税妊娠・出産子育て学校・教育
吹田市,https://www.city.suita.osaka.jp/home/soshiki/div-toshimiryoku/chiikikeizai/shoukougyou/yuusi/sikinnyuusi.html, 融資,吹田市小企業者事業資金融資制度 ,2021-11-10,<p>このページではjavascriptを使用しています。</p>よくある質問事業者組織一覧文字サイズ大中背景色白黄青黒Languageホームページ組織一覧都市魅力部地域経済振興室商工業事業資金融資制度吹田市小企業者事業資金融資制度くらしの情報届出・証明・税妊娠・出産子育て学校・教育
