area,url,category,title,date
南島原市,https://www.city.minamishimabara.lg.jp/page9419.html, 支援金,南島原市事業継続支援金（8月・9月分） ,2021-11-09
南島原市,https://www.city.minamishimabara.lg.jp/page5627.html, 補助金,令和3年度南島原市住宅・店舗・旅館等リフォーム資金補助金 ,2021-11-09
南島原市,https://www.city.minamishimabara.lg.jp/page9158.html, 支援金,南島原市宿泊事業者事業持続化支援金 ,2021-11-09
南島原市,https://www.city.minamishimabara.lg.jp/page9159.html, 支援金,南島原市観光バス等事業者事業持続化支援金 ,2021-11-09
南島原市,https://www.city.minamishimabara.lg.jp/page9160.html, 支援金,南島原市民泊事業者事業持続化支援金 ,2021-11-09
南島原市,https://www.city.minamishimabara.lg.jp/page9161.html, 支援金,南島原市観光関連事業者事業持続化支援金 ,2021-11-09
南島原市,https://www.city.minamishimabara.lg.jp/page8810.html, 補助金,【新型コロナに係る経済支援】新型コロナウイルス感染症対策資金の融資に伴う利子の補助 ,2021-11-09
南島原市,https://www.city.minamishimabara.lg.jp/page8388.html,, 新型コロナウイルス感染症の拡大に伴うセーフティネット保証4号の認定及び長崎県緊急資金繰り支援資金について ,2021-11-09
南島原市,https://www.city.minamishimabara.lg.jp/page8387.html,, セーフティネット保証5号に係る認定制度について（新型コロナウイルス感染症の影響を受けている中小企業の皆様へ） ,2021-11-09
南島原市,https://www.city.minamishimabara.lg.jp/page8438.html,, 危機関連保証の認定手続きについて（新型コロナウイルス感染症の影響を受けている中小企業の皆様へ） ,2021-11-09
