area,url,category,title,date,id,comment,body
いわき市,http://www.city.iwaki.lg.jp/www/contents/1630987446136/index.html, 支援金,業態転換等支援金 ,2022-03-30,,,
いわき市,http://www.city.iwaki.lg.jp/www/contents/1623643390778/index.html, 補助金,介護施設等整備費補助金感染症対策分 (ゾーニング環境等の整備) ,2022-03-30,,,
いわき市,http://www.city.iwaki.lg.jp/www/contents/1633649709683/index.html, 補助金,BCP等策定支援補助金 ,2022-03-30,,,
いわき市,http://www.city.iwaki.lg.jp/www/contents/1629766991737/index.html, 助成金,両立支援等助成金　育児休業等支援コース（新型コロナウイルス感染症対応特例） ,2022-03-30,,,
いわき市,http://www.city.iwaki.lg.jp/www/contents/1585017476294/index.html, 融資,いわき市新型コロナウイルス対策特別資金について ,2022-03-30,,,
いわき市,http://www.city.iwaki.lg.jp/www/contents/1001000002899/index.html, 融資,セーフティネット保証制度について ,2022-03-30,,,
いわき市,http://www.city.iwaki.lg.jp/www/contents/1582261344207/index.html#2, 支援情報,新型コロナウイルス感染症関連情報　事業者の皆様へ ,2022-03-30,,,
いわき市,http://www.city.iwaki.lg.jp/www/contents/1593065188405/index.html, 支援情報,「あんしんコロナお知らせシステム」について ,2022-03-30,,,
いわき市,http://www.city.iwaki.lg.jp/www/contents/1586249159823/index.html, 相談,新型コロナウイルス感染症関連緊急対応策の相談窓口について ,2022-03-30,,,
いわき市,https://www.meti.go.jp/information/publicoffer/kobo/2022/k220708002.html,,補助金：「津波・原子力災害被災地域雇用創出企業立地補助金（サプライチェーン対策投資促進事業）」の三次公募について,2022-07-12,80043,※2022年7月8日更新　申請期限2022年9月30日,
いわき市,http://www.city.iwaki.lg.jp/www/contents/1649411137805/index.html,,【いわき市】補助金：「いわき市事業再構築促進補助金について」,2022-04-12,74510,※2022年4月11日更新　申請期限2023年2月28日,
