area,url,category,title,date,id,comment,body
三重県,https://www.pref.mie.lg.jp/SHINSAN/HP/p0016400027_00039.htm, 協力金,三重県飲食店時短要請等協力金（第6期） ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000115.htm, 支援金,新型コロナウイルスワクチン接種体制支援事業支援金 ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/CHOJUS/HP/p0015500036.htm, 助成,新型コロナウイルス感染症流行下における介護サービス事業所等のサービス提供体制確保事業 ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/TOPICS/m0031500238.htm, 融資,三重県中小企業融資制度「新型コロナ克服設備等投資支援資金」 ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/TOPICS/m0031500180.htm, 融資,新型コロナウイルス感染症に関する中小企業・小規模企業への資金繰り支援の拡充 ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/ZEIMU/HP/p0006900020.htm,, 新型コロナウイルス感染症の影響による県税の申告・納付等の期限の延長について ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066_00004.htm, 相談,新型コロナウイルス感染症についてのご相談等（事業者の方） ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/common/content/000871500.pdf, 相談,三重県内における新型コロナウイルスに関する経営相談窓口一覧 ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/oshigoto/60604012703_00001.htm, 相談,新型コロナウイルス感染症の発生に伴う雇用対策支援について ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/TOPICS/m0023300102.htm, 相談,農林漁業者を対象とした新型コロナウイルス感染症に関する経営支援相談窓口 ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/TOPICS/m0031500161.htm, 相談,中小企業・小規模企業を対象とした新型コロナウイルスに関する経営相談窓口 ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/kougi/hp/38544032953_00005.htm, 減免,依頼試験手数料・開放機器使用料の減免のお知らせ ,2022-03-30,,,
三重県,https://mieria.kankomie.or.jp/eat/, 支援情報,みえ安心おもてなし施設認証制度『あんしんみえリア』(飲食店事業者向け)について ,2022-03-30,,,
三重県,https://mieria.kankomie.or.jp/, 支援情報,みえ安心おもてなし施設認証制度『あんしんみえリア』(観光事業者向け)について ,2022-03-30,,,
三重県,https://www.pref.mie.lg.jp/TOPICS/m0030700477.htm,,【三重県】セミナー：「働きがい改革セミナーを開催します」,2022-08-10,81866,※2022年8月6日更新　申請期限2022年8月31日,
三重県,https://www.miesc.or.jp/support/contents/616/,,補助金：【8/16～9/9募集】令和4年度 海外ビジネス展開支援補助金の募集（第3回）を開始します,2022-08-16,82266,※申請期限2022年9月9日,
三重県,https://www.kansai.meti.go.jp/2kokuji/glocal_PT/sesakuguide/sesakuguide2022.html,,支援情報：「近畿地域の中小企業のための海外展開支援施策ガイド2022」が完成しました！ ～こんなときどんな支援があるの？にお答えします～,2022-06-21,78668,※2022年6月17日更新,
三重県,https://www.pref.mie.lg.jp/SHINSAN/HP/p0016400027_00045.htm,,【三重県】専門家による支援：「新型コロナウイルス克服・地域経済活性化支援アドバイザー派遣のご案内」,2022-07-01,79380,※実施期限2023年2月28日,
三重県,https://www.pref.mie.lg.jp/TOPICS/m0031500359.htm,,【三重県】専門家による支援：「新型コロナウイルス克服・地域経済活性化支援アドバイザー派遣について」,2022-06-28,79101,※2022年6月25日更新,
三重県,https://www.chubu.meti.go.jp/b32jinzai/matching/index.html?cbkruqid=1666665390,,専門家による支援：「東海地域における人材マッチングの実施について＜新型コロナウイルス感染症の影響に対応した広域的な雇用維持方策＞」,2022-10-26,87205,※2022年10月25日更新,
三重県,https://www.pref.mie.lg.jp/TOPICS/m0031500375.htm,,【三重県】融資・貸付：「三重県中小企業融資制度「セーフティネット資金・リフレッシュ資金（新型コロナ・物価高騰等対応）」の取扱いを開始します」,2023-01-18,92977,※2023年1月17日更新,
