area,url,category,title,date,id,comment,body
栃木県,https://www.pref.tochigi.lg.jp/f03/10thkyoryokukin.html, 協力金,(第10弾)新型コロナウイルス感染拡大防止営業時間短縮協力金 ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/f03/9thkyoryokukin.html, 協力金,(第9弾)新型コロナウイルス感染拡大防止営業時間短縮協力金 ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/f03/8thkyoryokukin.html, 協力金,(第8弾)新型コロナウイルス感染拡大防止営業時間短縮協力金 ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/a03/otameshi/20210617otameshi.html, 補助金,【募集開始！】気軽におためし！サテライトオフィス体験支援補助金（栃木県外の方対象） ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/a03/otameshi_telework.html, 補助金,とちぎでTRY！テレワーク移住体験補助金（とちぎお試しテレワーク推進事業） ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/f03/taisakuyuushi.html,, 新型コロナウイルス感染症対策融資に係る利子補給事業について ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/f03/work/shoukougyou/yuushi/1179799465893.html#koronaasikin, 融資,新型コロナウイルス感染症対策融資 ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/f03/work/shoukougyou/yuushi/1213579386395.html#sousei, 融資,再起支援融資 ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/f03/powerupsikin.html, 融資,新型コロナウイルス感染症対策パワーアップ資金 ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/f03/bcp/corona_bcp.html,, 新型コロナウイルス等の感染症BCPの策定支援 ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/f03/group/koronasiennsaku.html,, 新型コロナウイルス感染症の流行により影響を受けた中小企業への支援策について ,2022-03-30,,,
栃木県,https://www.tochigi-anshin-ninsyou.jp/, 認証制度,とちまる安心認証 ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/f03/corona_saiken_madoguchi.html, 相談,新型コロナウイルス感染症関連経営再建特別相談窓口 ,2022-03-30,,,
栃木県,http://www.tochigi-iin.or.jp/index/10/373.html, 相談,【公益財団法人木県産業振興センター】新型コロナウイルス感染症対策専用の受発注相談窓口 ,2022-03-30,,,
栃木県,https://www.pref.tochigi.lg.jp/f57/hatarakikataseminor202207.html,,【栃木県】セミナー：「働き方改革セミナー＆相談会の開催について【開催日変更】」,2022-07-29,81106,※2022年7月28日更新,
栃木県,https://www.pref.tochigi.lg.jp/h03/2022-unnkousienkin.html,,【栃木県】支援金：「令和4年度タクシー・貸切バス事業者運行緊急支援金、令和4年度乗合バス事業者運行緊急支援金について（申請期限：令和4年11月30日）」,2022-08-02,81371,※2022年7月29日更新　申請期限2022年11月30日,
栃木県,https://www.pref.tochigi.lg.jp/g04/shinkisyunou_shizaikoutou.html,,【栃木県】助成金：「令和4(2022)年度新規就農者定着緊急支援事業の募集について」,2022-07-25,80731,※2022年7月21日更新　申請期限2022年8月31日,
栃木県,https://www.pref.tochigi.lg.jp/f03/20220530sinzigyotenkai.html,,【栃木県】補助金：「地域企業新事業展開支援補助金の公募について」,2022-06-03,77604,※2022年6月2日更新　申請期限2022年9月30日,
栃木県,https://www.pref.tochigi.lg.jp/e03/welfare/koureisha/kaigohoken/04survice_colona.html,,【栃木県】補助金：「令和4年度栃木県新型コロナウイルス感染症流行下における介護サービス事業所等のサービス提供体制確保事業補助金」,2022-09-05,83627,※2022年8月31日更新,
栃木県,https://www.pref.tochigi.lg.jp/f06/kouhou/2022saiyououen.html,,【栃木県】セミナー：「採用応援セミナーの開催について」,2022-09-07,83929,※2022年9月5日更新　申請期限2022年11月25日,
栃木県,https://www.pref.tochigi.lg.jp/g04/kannkyou/hiryoujoseikin.html,,【栃木県】助成金：「栃木県肥料高騰対策緊急支援事業のご案内」,2022-09-07,83850,※2022年9月5日更新　申請期限2022年12月23日,
栃木県,https://web.pref.hyogo.lg.jp/sr09/r04syutokenseminar.html,,【兵庫県】セミナー：「令和4年度兵庫県首都圏企業誘致セミナーの開催について」,2022-10-11,86115,※2022年10月6日更新　申請期限2022年11月14日,
栃木県,https://www.pref.tochigi.lg.jp/g01/koutoutaisaku.html,,【栃木県】支援情報：「農業資材・燃料・肥料・飼料の価格高騰に係る農業者に対する支援策及び相談窓口について」,2023-06-16,104261,※2023年5月22日更新,
栃木県,https://www.pref.tochigi.lg.jp/e04/kouhou/gairaihojokin.html,,【栃木県】補助金・助成金：「令和5年度外来対応医療機関設備整備事業・外来対応医療機関確保事業について」,2023-06-19,104386,※2023年6月16日更新　申請期限2023年7月7日,
